work_year,country,region,experience_level,job_title,salary_in_usd,employee_residence,company_location,company_size,years_of_experience
2023,United States of America,Americas,EX,Data Engineer,150900,US,US,M,10
2023,United States of America,Americas,SE,Data Scientist,168400,US,US,M,7
2023,United States of America,Americas,SE,Data Scientist,105200,US,US,M,8
2023,Spain,Europe,MI,Data Engineer,95000,ES,ES,M,3
2023,Spain,Europe,MI,Data Engineer,80000,ES,ES,M,4
2023,United States of America,Americas,MI,Data Analyst,116000,US,US,M,3
2023,United States of America,Americas,MI,Data Analyst,72000,US,US,M,3
2023,United States of America,Americas,SE,Analytics Engineer,207000,US,US,M,6
2023,United States of America,Americas,SE,Analytics Engineer,167000,US,US,M,6
2023,United States of America,Americas,SE,Machine Learning Engineer,145000,US,US,M,7
2023,United States of America,Americas,SE,Machine Learning Engineer,135000,US,US,M,7
2023,United States of America,Americas,MI,Data Engineer,105000,US,US,M,5
2023,United States of America,Americas,MI,Data Engineer,70000,US,US,M,4
2023,United States of America,Americas,SE,Data Architect,180000,US,US,M,6
2023,United States of America,Americas,SE,Data Architect,115000,US,US,M,7
2023,United States of America,Americas,SE,Data Engineer,133800,US,US,M,6
2023,United States of America,Americas,SE,Data Engineer,96100,US,US,M,8
2023,United States of America,Americas,MI,Data Analyst,120000,US,US,M,3
2023,United States of America,Americas,MI,Data Analyst,80000,US,US,M,5
2023,United States of America,Americas,SE,Data Science Engineer,140000,US,US,M,8
2023,United States of America,Americas,SE,Data Science Engineer,100000,US,US,M,6
2023,United States of America,Americas,SE,Research Scientist,150000,US,US,M,6
2023,United States of America,Americas,SE,Research Scientist,120000,US,US,M,6
2023,United States of America,Americas,SE,Cloud Database Engineer,140000,US,US,M,7
2023,United States of America,Americas,SE,Cloud Database Engineer,115000,US,US,M,8
2023,United States of America,Americas,SE,Data Science Manager,297300,US,US,M,6
2023,United States of America,Americas,SE,Data Science Manager,198200,US,US,M,8
2023,United States of America,Americas,SE,Data Scientist,297300,US,US,M,6
2023,United States of America,Americas,SE,Data Scientist,198200,US,US,M,8
2023,United States of America,Americas,SE,Data Engineer,202000,US,US,M,8
2023,United States of America,Americas,SE,Data Engineer,135000,US,US,M,7
2023,United States of America,Americas,SE,Data Scientist,110000,US,US,M,8
2023,United States of America,Americas,SE,Data Scientist,84000,US,US,M,8
2023,United States of America,Americas,MI,Machine Learning Engineer,219000,US,US,L,4
2023,United States of America,Americas,SE,Applied Scientist,230000,US,US,M,6
2023,United States of America,Americas,SE,Applied Scientist,196000,US,US,M,7
2023,United States of America,Americas,SE,BI Developer,140000,US,US,M,7
2023,United States of America,Americas,SE,BI Developer,110000,US,US,M,6
2023,United States of America,Americas,MI,Data Analyst,150000,US,US,M,5
2023,United States of America,Americas,MI,Data Analyst,100000,US,US,M,5
2023,United States of America,Americas,SE,Data Engineer,160000,US,US,M,6
2023,United States of America,Americas,SE,Data Engineer,110000,US,US,M,7
2023,United States of America,Americas,SE,Data Scientist,185900,US,US,M,8
2023,United States of America,Americas,SE,Data Scientist,129300,US,US,M,7
2023,United States of America,Americas,SE,Applied Scientist,126100,US,US,L,7
2023,United States of America,Americas,SE,Applied Scientist,72000,US,US,L,8
2023,United States of America,Americas,SE,Data Engineer,170000,US,US,M,7
2023,United States of America,Americas,SE,Data Engineer,150000,US,US,M,7
2023,United States of America,Americas,MI,Machine Learning Engineer,175000,US,US,M,5
2023,United States of America,Americas,MI,Machine Learning Engineer,140000,US,US,M,3
2023,United States of America,Americas,SE,Data Analyst,240500,US,US,M,6
2023,United States of America,Americas,SE,Data Analyst,137500,US,US,M,8
2023,United States of America,Americas,MI,Data Scientist,187500,US,US,M,5
2023,United States of America,Americas,MI,Data Scientist,165000,US,US,M,5
2023,United Kingdom of Great Britain and Northern Ireland,Europe,MI,Machine Learning Research Engineer,72914,GB,GB,L,4
2022,Spain,Europe,EN,Data Analyst,25216,ES,US,L,2
2023,United States of America,Americas,SE,Research Scientist,210000,US,US,M,7
2023,United States of America,Americas,SE,Research Scientist,165750,US,US,M,7
2023,United States of America,Americas,SE,Machine Learning Scientist,225000,US,US,M,8
2023,United States of America,Americas,SE,Machine Learning Scientist,165750,US,US,M,6
2023,United Kingdom of Great Britain and Northern Ireland,Europe,MI,Machine Learning Engineer,109006,GB,GB,M,3
2023,United Kingdom of Great Britain and Northern Ireland,Europe,MI,Machine Learning Engineer,67141,GB,GB,M,5
2023,United States of America,Americas,SE,Data Scientist,135000,US,US,M,8
2023,United States of America,Americas,SE,Data Scientist,115000,US,US,M,7
2023,United States of America,Americas,SE,NLP Engineer,275000,US,US,M,7
2023,United States of America,Americas,SE,NLP Engineer,175000,US,US,M,7
2023,United States of America,Americas,SE,Data Scientist,170000,US,US,M,8
2023,United States of America,Americas,SE,Data Scientist,140000,US,US,M,6
2023,United States of America,Americas,SE,Data Engineer,175308,US,US,M,7
2023,United States of America,Americas,SE,Data Engineer,100706,US,US,M,6
2023,United States of America,Americas,SE,NLP Engineer,235000,US,US,M,6
2023,United States of America,Americas,SE,NLP Engineer,135000,US,US,M,6
2023,United States of America,Americas,SE,Data Engineer,310000,US,US,M,7
2023,United States of America,Americas,SE,Data Engineer,229000,US,US,M,6
2023,United States of America,Americas,SE,ML Engineer,289076,US,US,M,8
2023,United States of America,Americas,SE,ML Engineer,202353,US,US,M,7
2023,Portugal,Europe,SE,Data Engineer,69751,PT,PT,M,6
2023,Portugal,Europe,SE,Data Engineer,37558,PT,PT,M,8
2023,United States of America,Americas,MI,Research Engineer,120000,US,US,M,3
2023,United States of America,Americas,MI,Research Engineer,100000,US,US,M,3
2023,United States of America,Americas,SE,Data Engineer,226700,US,US,M,6
2023,United States of America,Americas,SE,Data Engineer,133300,US,US,M,7
2023,United States of America,Americas,SE,Data Analyst,125000,US,US,M,8
2023,United States of America,Americas,SE,Data Analyst,85000,US,US,M,8
2023,United States of America,Americas,SE,Data Analyst,130000,US,US,M,7
2023,United States of America,Americas,SE,Data Analyst,80000,US,US,M,8
2023,United States of America,Americas,MI,Data Engineer,120000,US,US,M,3
2023,United States of America,Americas,MI,Data Engineer,100000,US,US,M,4
2021,India,Asia,SE,Data Scientist,54094,IN,IN,L,7
2022,India,Asia,MI,Business Data Analyst,18314,IN,IN,L,4
2023,United States of America,Americas,SE,Data Engineer,231250,US,US,M,6
2023,United States of America,Americas,SE,Data Engineer,138750,US,US,M,7
2023,United States of America,Americas,SE,Data Engineer,199000,US,US,M,7
2023,United States of America,Americas,SE,Data Engineer,162000,US,US,M,8
2023,United States of America,Americas,EN,Data Engineer,160000,US,US,M,1
2023,United States of America,Americas,EN,Data Engineer,135000,US,US,M,2
2022,United States of America,Americas,EN,Data Scientist,100000,US,US,M,1
2023,United States of America,Americas,SE,Research Scientist,200000,US,US,M,7
2023,United States of America,Americas,SE,Research Scientist,150000,US,US,M,6
2023,United States of America,Americas,EN,Research Engineer,160000,US,US,M,2
2023,United States of America,Americas,EN,Research Engineer,120000,US,US,M,1
2023,United States of America,Americas,SE,Research Scientist,250000,US,US,M,8
2023,United States of America,Americas,SE,Research Scientist,200000,US,US,M,7
2023,United States of America,Americas,EN,Deep Learning Engineer,150000,US,US,M,2
2023,United States of America,Americas,EN,Deep Learning Engineer,120000,US,US,M,2
2023,United States of America,Americas,SE,Research Engineer,150000,US,US,M,7
2023,United States of America,Americas,SE,Research Engineer,100000,US,US,M,8
2022,"Netherlands, Kingdom of the",Europe,SE,Data Analytics Manager,133000,NL,NL,L,7
2023,United States of America,Americas,SE,Data Scientist,272550,US,US,M,8
2023,United States of America,Americas,SE,Data Scientist,198200,US,US,M,6
2023,United States of America,Americas,SE,Data Scientist,182000,US,US,M,8
2023,United States of America,Americas,SE,Data Scientist,140000,US,US,M,6
2023,United States of America,Americas,SE,Data Engineer,200000,US,US,M,7
2023,United States of America,Americas,SE,Data Engineer,160000,US,US,M,6
2023,United States of America,Americas,SE,Machine Learning Engineer,204500,US,US,M,8
2023,United States of America,Americas,SE,Machine Learning Engineer,142200,US,US,M,8
2023,United States of America,Americas,MI,Data Scientist,120000,US,US,M,4
2023,United States of America,Americas,MI,Data Scientist,105000,US,US,M,4
2023,United States of America,Americas,SE,Data Engineer,187500,US,US,M,8
2023,United States of America,Americas,SE,Data Engineer,175000,US,US,M,8
2023,United States of America,Americas,SE,Machine Learning Engineer,204500,US,US,M,8
2023,United States of America,Americas,SE,Machine Learning Engineer,142200,US,US,M,8
2023,United States of America,Americas,SE,Data Analyst,155000,US,US,M,8
2023,United States of America,Americas,SE,Data Analyst,64000,US,US,M,6
2023,United States of America,Americas,SE,Computer Vision Engineer,235000,US,US,M,8
2023,United States of America,Americas,SE,Computer Vision Engineer,185000,US,US,M,6
2023,United States of America,Americas,SE,Data Architect,174500,US,US,M,6
2023,United States of America,Americas,SE,Data Architect,113000,US,US,M,7
2023,Canada,Americas,SE,Data Scientist,143100,CA,CA,M,8
2023,Canada,Americas,SE,Data Scientist,113000,CA,CA,M,8
2023,United States of America,Americas,SE,Applied Scientist,184000,US,US,M,6
2023,United States of America,Americas,SE,Applied Scientist,142000,US,US,M,6
2023,United States of America,Americas,SE,Data Scientist,140000,US,US,M,8
2023,United States of America,Americas,SE,Data Scientist,120000,US,US,M,7
2023,United States of America,Americas,SE,Data Architect,174500,US,US,M,8
2023,United States of America,Americas,SE,Data Architect,113000,US,US,M,7
2023,United States of America,Americas,SE,Data Scientist,180560,US,US,M,8
2023,United States of America,Americas,SE,Data Scientist,115440,US,US,M,8
2023,United States of America,Americas,SE,Data Scientist,140000,US,US,M,8
2023,United States of America,Americas,SE,Data Scientist,120000,US,US,M,6
2023,United States of America,Americas,SE,Research Scientist,248100,US,US,M,6
2023,United States of America,Americas,SE,Research Scientist,145900,US,US,M,6
2023,Canada,Americas,SE,Data Scientist,120000,CA,CA,M,7
2023,Canada,Americas,SE,Data Scientist,110000,CA,CA,M,8
2023,United States of America,Americas,SE,Data Engineer,291500,US,US,M,8
2023,United States of America,Americas,SE,Data Engineer,180000,US,US,M,6
2023,United Kingdom of Great Britain and Northern Ireland,Europe,MI,Machine Learning Engineer,75344,GB,GB,M,3
2023,United Kingdom of Great Britain and Northern Ireland,Europe,MI,Machine Learning Engineer,63192,GB,GB,M,3
2023,United States of America,Americas,SE,Data Engineer,161800,US,US,M,8
2023,United States of America,Americas,SE,Data Engineer,141600,US,US,M,8
2023,United Kingdom of Great Britain and Northern Ireland,Europe,MI,Machine Learning Engineer,58331,GB,GB,M,5
2023,United Kingdom of Great Britain and Northern Ireland,Europe,MI,Machine Learning Engineer,46178,GB,GB,M,3
2023,United States of America,Americas,SE,Data Engineer,166000,US,US,M,6
2023,United States of America,Americas,SE,Data Engineer,128000,US,US,M,6
2023,United States of America,Americas,SE,Data Architect,170000,US,US,M,6
2023,United States of America,Americas,SE,Data Architect,110000,US,US,M,8
2023,United States of America,Americas,SE,Data Engineer,160000,US,US,M,8
2023,United States of America,Americas,SE,Data Engineer,75000,US,US,M,8
2023,United States of America,Americas,SE,Data Engineer,236000,US,US,M,7
2023,United States of America,Americas,SE,Data Engineer,182000,US,US,M,7
2022,India,Asia,MI,Data Analyst,14307,IN,IN,L,3
2022,United States of America,Americas,EN,Data Scientist,130000,US,US,M,2
2023,United States of America,Americas,MI,Data Analyst,150000,US,US,M,5
2023,United States of America,Americas,MI,Data Analyst,100000,US,US,M,4
2023,United States of America,Americas,SE,Machine Learning Engineer,261500,US,US,L,7
2023,United States of America,Americas,SE,Machine Learning Engineer,134500,US,US,L,6
2022,India,Asia,MI,Data Scientist,13989,IN,IN,L,4
2023,United States of America,Americas,MI,Data Scientist,130000,US,US,M,5
2023,United States of America,Americas,MI,Data Scientist,90000,US,US,M,3
2023,United States of America,Americas,EN,Data Engineer,160000,US,US,M,2
2023,United States of America,Americas,EN,Data Engineer,135000,US,US,M,1
2022,United States of America,Americas,SE,Manager Data Management,125000,US,US,L,8
2022,United States of America,Americas,SE,Data Engineer,175000,US,US,M,8
2022,United States of America,Americas,SE,Data Engineer,155000,US,US,M,8
2022,United States of America,Americas,SE,Data Engineer,153600,US,US,M,6
2022,United States of America,Americas,SE,Data Engineer,106800,US,US,M,8
2022,United States of America,Americas,SE,Data Scientist,150000,US,US,M,7
2022,United States of America,Americas,SE,Data Scientist,140000,US,US,M,7
2022,United States of America,Americas,SE,Data Science Consultant,122000,US,US,M,7
2022,United States of America,Americas,SE,Data Science Consultant,94500,US,US,M,7
2022,United States of America,Americas,SE,Data Engineer,170000,US,US,M,6
2022,United States of America,Americas,SE,Data Engineer,130000,US,US,M,6
2022,United States of America,Americas,SE,Data Science Consultant,145000,US,US,M,7
2022,United States of America,Americas,SE,Data Science Consultant,128000,US,US,M,8
2022,United States of America,Americas,SE,Data Engineer,145000,US,US,M,6
2022,United States of America,Americas,SE,Data Engineer,100000,US,US,M,6
2022,United States of America,Americas,SE,Data Engineer,175000,US,US,M,8
2022,United States of America,Americas,SE,Data Engineer,120000,US,US,M,8
2022,United States of America,Americas,SE,Data Engineer,145000,US,US,M,8
2022,United States of America,Americas,SE,Data Engineer,115000,US,US,M,7
2022,United States of America,Americas,SE,Applied Machine Learning Scientist,150000,US,US,M,7
2022,United States of America,Americas,MI,Data Analyst,150000,US,US,M,3
2022,United States of America,Americas,MI,Data Analyst,100000,US,US,M,4
2022,United States of America,Americas,MI,Data Scientist,150000,US,US,M,5
2022,United States of America,Americas,MI,Data Scientist,127500,US,US,M,5
2022,United States of America,Americas,SE,Data Scientist,126500,US,US,M,8
2022,United States of America,Americas,SE,Data Scientist,51000,US,US,M,6
2022,United States of America,Americas,MI,Data Engineer,260000,US,US,M,4
2022,United States of America,Americas,MI,Data Engineer,175000,US,US,M,5
2022,Australia,Oceania,EN,Applied Data Scientist,40000,AU,PK,M,1
2022,Pakistan,Asia,EN,AI Programmer,40000,PK,AU,M,1
2022,United States of America,Americas,SE,Data Engineer,250000,US,US,M,8
2022,United States of America,Americas,SE,Data Engineer,63000,US,US,M,8
2022,United States of America,Americas,SE,Machine Learning Engineer,210000,US,US,M,6
2022,United States of America,Americas,SE,Machine Learning Engineer,160000,US,US,M,8
2022,United States of America,Americas,SE,Data Scientist,272550,US,US,M,7
2022,United States of America,Americas,SE,Data Scientist,198200,US,US,M,7
2022,France,Europe,MI,Data Scientist,94560,FR,FR,M,3
2022,France,Europe,MI,Data Scientist,52533,FR,FR,M,3
2022,United States of America,Americas,SE,Data Scientist,220000,US,US,M,6
2022,United States of America,Americas,SE,Data Scientist,146000,US,US,M,8
2022,United States of America,Americas,MI,Data Analyst,150000,US,US,M,4
2022,United States of America,Americas,MI,Data Analyst,100000,US,US,M,4
2022,Canada,Americas,SE,Machine Learning Software Engineer,248400,CA,CA,M,6
2022,Canada,Americas,SE,Machine Learning Software Engineer,183600,CA,CA,M,6
2022,United States of America,Americas,MI,Data Engineer,150000,US,US,M,4
2022,United States of America,Americas,MI,Data Engineer,150000,US,US,M,3
2022,Pakistan,Asia,EN,Machine Learning Developer,40000,PK,AU,M,2
2022,India,Asia,SE,Lead Data Scientist,56723,IN,IN,L,8
2022,United States of America,Americas,MI,Data Engineer,120000,US,US,M,5
2022,United States of America,Americas,MI,Data Engineer,95000,US,US,M,3
2022,United States of America,Americas,EN,Data Engineer,160000,US,US,M,2
2022,United States of America,Americas,EN,Data Engineer,135000,US,US,M,2
2022,Italy,Europe,EN,Data Science Consultant,24165,IT,IT,M,2
2022,United States of America,Americas,SE,Data Engineer,216000,US,US,M,7
2022,United States of America,Americas,SE,Data Engineer,144000,US,US,M,6
2022,United States of America,Americas,EN,Data Engineer,85000,US,US,M,2
2022,United States of America,Americas,EN,Data Engineer,65000,US,US,M,2
2022,United States of America,Americas,SE,Data Analyst,149000,US,US,M,7
2022,United States of America,Americas,SE,Data Analyst,119000,US,US,M,7
2022,United States of America,Americas,SE,Data Scientist,140000,US,US,M,8
2022,United States of America,Americas,SE,Data Scientist,120000,US,US,M,7
2022,United States of America,Americas,MI,Data Scientist,150000,US,US,M,4
2022,United States of America,Americas,MI,Data Scientist,110000,US,US,M,5
2022,United States of America,Americas,SE,Machine Learning Engineer,246000,US,US,M,6
2022,United States of America,Americas,SE,Machine Learning Engineer,201000,US,US,M,6
2022,United States of America,Americas,SE,Data Scientist,190000,US,US,M,6
2022,United States of America,Americas,SE,Data Scientist,155000,US,US,M,7
2022,United States of America,Americas,SE,ML Engineer,235000,US,US,M,8
2022,United States of America,Americas,SE,ML Engineer,185000,US,US,M,6
2022,United States of America,Americas,SE,Cloud Database Engineer,190000,US,US,M,8
2022,United States of America,Americas,SE,Cloud Database Engineer,160000,US,US,M,8
2022,United States of America,Americas,EN,Product Data Analyst,100000,US,US,M,1
2022,United States of America,Americas,MI,Data Engineer,130000,US,US,M,4
2022,United States of America,Americas,MI,Data Engineer,115000,US,US,M,5
2022,United Kingdom of Great Britain and Northern Ireland,Europe,MI,Data Scientist,92350,GB,GB,M,3
2022,United Kingdom of Great Britain and Northern Ireland,Europe,MI,Data Scientist,67723,GB,GB,M,5
2022,United States of America,Americas,MI,Data Engineer,105000,US,US,M,5
2022,United States of America,Americas,MI,Data Engineer,70000,US,US,M,4
2022,United States of America,Americas,SE,Machine Learning Engineer,204500,US,US,M,8
2022,United States of America,Americas,SE,Machine Learning Engineer,142200,US,US,M,8
2022,United States of America,Americas,SE,Machine Learning Engineer,192000,US,US,M,8
2022,United States of America,Americas,SE,Machine Learning Engineer,164000,US,US,M,8
2022,United States of America,Americas,SE,Data Engineer,185900,US,US,M,7
2022,United States of America,Americas,SE,Data Engineer,129300,US,US,M,7
2022,United States of America,Americas,SE,Data Engineer,130000,US,US,M,8
2022,United States of America,Americas,SE,Data Engineer,75000,US,US,M,7
2022,United States of America,Americas,SE,Data Science Manager,175000,US,US,M,7
2022,United States of America,Americas,SE,Data Science Manager,120000,US,US,M,6
2022,United States of America,Americas,SE,Data Engineer,167500,US,US,M,7
2022,United States of America,Americas,SE,Data Engineer,106500,US,US,M,7
2022,United States of America,Americas,MI,Data Analyst,75000,US,US,M,5
2022,United States of America,Americas,MI,Data Analyst,60000,US,US,M,3
2022,United States of America,Americas,SE,Applied Scientist,184000,US,US,M,6
2022,United States of America,Americas,SE,Applied Scientist,142000,US,US,M,6
2022,United States of America,Americas,MI,Data Scientist,145000,US,US,M,3
2022,United States of America,Americas,MI,Data Scientist,100000,US,US,M,3
2022,Morocco,Africa,EN,Machine Learning Software Engineer,10000,MA,MA,S,2
2022,India,Asia,MI,Data Scientist,31795,IN,US,M,4
2022,Poland,Europe,MI,NLP Engineer,44365,PL,PL,S,5
2022,United States of America,Americas,SE,Data Engineer,175000,US,US,M,7
2022,United States of America,Americas,SE,Data Engineer,120000,US,US,M,6
2022,United States of America,Americas,SE,Data Engineer,175000,US,US,M,8
2022,United States of America,Americas,SE,Data Engineer,120000,US,US,M,8
2022,United States of America,Americas,EX,Data Engineer,200000,US,US,M,9
2022,United States of America,Americas,EX,Data Engineer,145000,US,US,M,10
2022,United Kingdom of Great Britain and Northern Ireland,Europe,MI,Data Engineer,92350,GB,GB,M,4
2022,United Kingdom of Great Britain and Northern Ireland,Europe,MI,Data Engineer,73880,GB,GB,M,5
2022,United States of America,Americas,SE,Data Engineer,145000,US,US,M,6
2022,United States of America,Americas,SE,Data Engineer,100000,US,US,M,7
2022,United States of America,Americas,SE,Applied Scientist,192000,US,US,M,8
2022,United States of America,Americas,SE,Applied Scientist,164000,US,US,M,6
2022,United States of America,Americas,EX,Data Engineer,310000,US,US,M,9
2022,United States of America,Americas,EX,Data Engineer,239000,US,US,M,9
2022,United States of America,Americas,SE,Data Analyst,120000,US,US,M,7
2022,United States of America,Americas,SE,Data Analyst,95000,US,US,M,6
2022,United States of America,Americas,SE,Machine Learning Engineer,145000,US,US,M,7
2022,United States of America,Americas,SE,Machine Learning Engineer,135000,US,US,M,7
2022,United States of America,Americas,SE,Data Engineer,100000,US,US,M,6
2022,United States of America,Americas,SE,Data Engineer,78000,US,US,M,6
2022,Spain,Europe,SE,Data Engineer,73546,ES,ES,M,8
2022,Spain,Europe,SE,Data Engineer,36773,ES,ES,M,8
2022,United States of America,Americas,MI,Data Engineer,160000,US,US,M,3
2022,United States of America,Americas,MI,Data Engineer,120000,US,US,M,3
2022,United States of America,Americas,SE,Data Scientist,190000,US,US,M,6
2022,United States of America,Americas,SE,Data Scientist,150000,US,US,M,7
2022,India,Asia,MI,Data Engineer,35610,IN,IN,L,4
2022,Colombia,Americas,SE,AI Scientist,125000,CO,CO,L,8
2022,United States of America,Americas,SE,Data Engineer,120000,US,US,M,6
2022,United States of America,Americas,SE,Data Engineer,95000,US,US,M,8
2022,United States of America,Americas,MI,Data Analyst,150000,US,US,M,3
2022,United States of America,Americas,MI,Data Analyst,100000,US,US,M,4
2022,Spain,Europe,SE,Data Scientist,47280,ES,ES,M,8
2022,Spain,Europe,SE,Data Scientist,37824,ES,ES,M,8
2022,United States of America,Americas,SE,Data Analyst,115934,US,US,M,8
2022,United States of America,Americas,SE,Data Analyst,81666,US,US,M,8
2022,United States of America,Americas,SE,Data Scientist,175000,US,US,M,6
2022,United States of America,Americas,SE,Data Scientist,140000,US,US,M,6
2022,United States of America,Americas,SE,Data Engineer,120000,US,US,M,7
2022,United States of America,Americas,SE,Data Engineer,95000,US,US,M,8
2022,United States of America,Americas,SE,Research Engineer,249500,US,US,M,7
2022,United States of America,Americas,SE,Research Engineer,149850,US,US,M,8
2022,United States of America,Americas,MI,Analytics Engineer,122500,US,US,M,5
2022,United States of America,Americas,MI,Analytics Engineer,100000,US,US,M,4
2022,United States of America,Americas,SE,Data Scientist,249500,US,US,M,7
2022,United States of America,Americas,SE,Data Scientist,149850,US,US,M,7
2022,United States of America,Americas,EN,Data Analyst,55000,US,US,M,2
2022,United States of America,Americas,EN,Data Analyst,48000,US,US,M,1
2022,United States of America,Americas,SE,Research Scientist,249500,US,US,M,6
2022,United States of America,Americas,SE,Research Scientist,149850,US,US,M,7
2022,France,Europe,MI,Computer Vision Engineer,58837,FR,FR,S,5
2022,United States of America,Americas,SE,Data Engineer,190000,US,US,M,6
2022,United States of America,Americas,SE,Data Engineer,120000,US,US,M,8
2022,United States of America,Americas,SE,Data Analyst,127000,US,US,M,8
2022,United States of America,Americas,SE,Data Analyst,104000,US,US,M,8
2022,United States of America,Americas,SE,Data Scientist,210000,US,US,M,8
2022,United States of America,Americas,SE,Data Scientist,150000,US,US,M,8
2022,United States of America,Americas,SE,Machine Learning Engineer,210000,US,US,M,8
2022,United States of America,Americas,SE,Machine Learning Engineer,150000,US,US,M,8
2022,United States of America,Americas,SE,Data Engineer,210000,US,US,M,7
2022,United States of America,Americas,SE,Data Engineer,130000,US,US,M,6
2022,United States of America,Americas,SE,Data Scientist,182750,US,US,M,8
2022,United States of America,Americas,SE,Data Scientist,161500,US,US,M,8
2022,United States of America,Americas,MI,Data Analyst,102640,US,US,M,4
2022,United States of America,Americas,MI,Data Analyst,66100,US,US,M,3
2022,United States of America,Americas,SE,Research Scientist,210000,US,US,M,8
2022,United States of America,Americas,SE,Research Scientist,150000,US,US,M,8
2022,United States of America,Americas,SE,Data Engineer,198800,US,US,M,8
2022,United States of America,Americas,SE,Data Engineer,122600,US,US,M,6
2022,United States of America,Americas,MI,Data Engineer,130000,US,US,M,3
2022,United States of America,Americas,MI,Data Engineer,80000,US,US,M,5
2022,United States of America,Americas,SE,Data Scientist,136000,US,US,M,7
2022,United States of America,Americas,SE,Data Scientist,104000,US,US,M,6
2022,United States of America,Americas,SE,Data Analyst,150000,US,US,M,7
2022,United States of America,Americas,SE,Data Analyst,100000,US,US,M,8
2022,United States of America,Americas,EN,Data Engineer,160000,US,US,M,1
2022,United States of America,Americas,EN,Data Engineer,135000,US,US,M,2
2022,United States of America,Americas,SE,Data Engineer,216000,US,US,M,7
2022,United States of America,Americas,SE,Data Engineer,144000,US,US,M,6
2022,United States of America,Americas,EX,Data Scientist,159000,US,US,M,10
2022,United States of America,Americas,EX,Data Scientist,130000,US,US,M,10
2022,United States of America,Americas,SE,Data Analyst,115934,US,US,M,7
2022,United States of America,Americas,SE,Data Analyst,81666,US,US,M,6
2022,United States of America,Americas,SE,Data Engineer,215000,US,US,M,6
2022,United States of America,Americas,SE,Data Engineer,150000,US,US,M,6
2022,United States of America,Americas,SE,Machine Learning Engineer,246000,US,US,M,6
2022,United States of America,Americas,SE,Machine Learning Engineer,201000,US,US,M,8
2022,United States of America,Americas,MI,Data Engineer,187000,US,US,M,4
2022,United States of America,Americas,MI,Data Engineer,153000,US,US,M,3
2022,Mexico,Americas,SE,Machine Learning Engineer,255000,MX,MX,M,8
2022,Mexico,Americas,SE,Machine Learning Engineer,185000,MX,MX,M,6
2022,United Kingdom of Great Britain and Northern Ireland,Europe,MI,Data Analyst,430967,GB,GB,M,5
2022,United Kingdom of Great Britain and Northern Ireland,Europe,MI,Data Analyst,55410,GB,GB,M,5
2022,Spain,Europe,SE,Data Analyst,50432,ES,ES,M,8
2022,Spain,Europe,SE,Data Analyst,39925,ES,ES,M,6
2022,United States of America,Americas,SE,Data Analyst,169000,US,US,M,8
2022,United States of America,Americas,SE,Data Analyst,110600,US,US,M,6
2022,Germany,Europe,EN,BI Data Analyst,60938,DE,DE,L,1
2022,United States of America,Americas,SE,BI Developer,140000,US,US,M,7
2022,United States of America,Americas,SE,BI Developer,120000,US,US,M,7
2022,United States of America,Americas,MI,Data Analyst,75000,US,US,M,4
2022,United States of America,Americas,MI,Data Analyst,60000,US,US,M,3
2022,Canada,Americas,SE,3D Computer Vision Researcher,10000,CA,AL,S,7
2022,United States of America,Americas,EN,Data Analyst,50000,US,US,L,1
2022,United States of America,Americas,MI,MLOps Engineer,134000,US,US,M,4
2022,United States of America,Americas,MI,MLOps Engineer,124000,US,US,M,5
2022,United States of America,Americas,SE,Data Analyst,166700,US,US,M,7
2022,United States of America,Americas,SE,Data Analyst,119000,US,US,M,6
2022,United States of America,Americas,EN,Data Scientist,124234,US,US,M,1
2022,United States of America,Americas,EN,Data Scientist,74540,US,US,M,1
2022,United States of America,Americas,MI,Data Analyst,100000,US,US,M,4
2022,United States of America,Americas,MI,Data Analyst,65000,US,US,M,4
2021,India,Asia,MI,Data Analyst,16904,IN,IN,L,3
2022,Canada,Americas,EN,AI Scientist,200000,CA,CA,L,1
2022,Argentina,Americas,EN,Machine Learning Engineer,12000,AR,AR,L,1
2022,United States of America,Americas,SE,Data Engineer,220000,US,US,M,6
2022,United States of America,Americas,SE,Data Engineer,146000,US,US,M,8
2022,Spain,Europe,SE,Data Engineer,68293,ES,ES,M,6
2022,Spain,Europe,SE,Data Engineer,36773,ES,ES,M,8
2022,United States of America,Americas,SE,Data Specialist,110000,US,US,M,6
2022,United States of America,Americas,SE,Data Specialist,70000,US,US,M,7
2022,United States of America,Americas,EN,Data Analyst,50000,US,US,L,1
2022,United States of America,Americas,SE,Data Engineer,120000,US,US,M,7
2022,United States of America,Americas,SE,Data Engineer,95000,US,US,M,8
2022,United States of America,Americas,MI,Data Analyst,150000,US,US,M,5
2022,United States of America,Americas,MI,Data Analyst,100000,US,US,M,5
2022,Spain,Europe,SE,Data Scientist,47280,ES,ES,M,8
2022,Spain,Europe,SE,Data Scientist,37824,ES,ES,M,6
2022,United States of America,Americas,SE,Data Architect,190000,US,US,M,8
2022,United States of America,Americas,SE,Data Architect,135000,US,US,M,8
2022,United States of America,Americas,SE,Data Scientist,128000,US,US,M,6
2022,United States of America,Americas,SE,Data Scientist,81500,US,US,M,6
2022,United States of America,Americas,SE,Data Scientist,173000,US,US,M,7
2022,United States of America,Americas,SE,Data Scientist,110000,US,US,M,8
2022,United States of America,Americas,SE,Machine Learning Engineer,192000,US,US,M,6
2022,United States of America,Americas,SE,Machine Learning Engineer,120000,US,US,M,6
